customer_id,tenure_years,contract_type,is_active_member
15594515,7,Two year,0
15594556,8,Two year,1
15594576,1,Month-to-month,0
15594577,10,Two year,1
15594594,7,Two year,1
15594612,9,Two year,0
15594651,4,One year,1
15594685,2,Month-to-month,0
15594720,8,Two year,1
15594762,1,Month-to-month,1
15594786,7,Two year,1
15594812,2,Month-to-month,1
15594815,3,One year,1
15594827,1,Month-to-month,1
15594862,8,Two year,0
15594864,4,One year,1
15594878,5,One year,0
15594898,2,Month-to-month,1
15594902,3,One year,1
15594915,8,Two year,1
15594917,1,Month-to-month,1
15594928,4,One year,0
15595010,9,Two year,0
15595036,7,Two year,0
15595037,9,Two year,1
15595039,8,Two year,0
15595047,7,Two year,0
15595067,6,One year,1
15595071,9,Two year,1
15595135,7,Two year,0
15595136,1,Month-to-month,1
15595153,8,Two year,0
15595158,5,One year,1
15595160,2,Month-to-month,1
15595162,8,Two year,0
15595221,7,Two year,0
15595228,7,Two year,1
15595282,4,One year,0
15595303,5,One year,1
15595324,5,One year,0
15595350,3,One year,0
15595388,10,Two year,1
15595391,1,Month-to-month,0
15595426,6,One year,1
15595440,7,Two year,1
15595447,8,Two year,0
15595537,9,Two year,0
15595557,8,Two year,0
15595588,4,One year,1
15595592,2,Month-to-month,0
15595609,9,Two year,0
15595640,8,Two year,0
15595657,4,One year,1
15595713,6,One year,1
15595728,0,Month-to-month,0
15595766,5,One year,1
15595831,6,One year,1
15595842,2,Month-to-month,0
15595874,6,One year,0
15595883,4,One year,1
15595917,1,Month-to-month,1
15595937,1,Month-to-month,0
15595991,8,Two year,1
15596011,9,Two year,1
15596013,1,Month-to-month,0
15596021,8,Two year,0
15596060,8,Two year,1
15596074,10,Two year,1
15596088,4,One year,1
15596136,9,Two year,1
15596165,4,One year,1
15596175,6,One year,1
15596181,8,Two year,1
15596212,1,Month-to-month,0
15596228,4,One year,0
15596303,0,Month-to-month,0
15596339,3,One year,1
15596379,3,One year,1
15596397,7,Two year,1
15596405,7,Two year,1
15596414,8,Two year,0
15596455,2,Month-to-month,0
15596493,7,Two year,1
15596522,2,Month-to-month,0
15596552,5,One year,1
15596575,5,One year,1
15596624,9,Two year,1
15596647,8,Two year,1
15596649,8,Two year,0
15596671,8,Two year,0
15596710,1,Month-to-month,1
15596713,7,Two year,1
15596761,9,Two year,0
15596797,1,Month-to-month,1
15596800,1,Month-to-month,1
15596808,4,One year,0
15596811,8,Two year,0
15596863,3,One year,1
15596870,3,One year,0
15596914,2,Month-to-month,1
15596939,4,One year,0
15596962,4,One year,1
15596972,3,One year,0
15596979,6,One year,1
15596984,6,One year,1
15596992,7,Two year,0
15597033,8,Two year,1
15597109,1,Month-to-month,1
15597131,5,One year,1
15597239,7,Two year,0
15597265,7,Two year,1
15597309,7,Two year,0
15597385,5,One year,1
15597394,0,Month-to-month,0
15597467,8,Two year,1
15597487,5,One year,1
15597536,5,One year,0
15597591,5,One year,1
15597602,3,One year,1
15597610,6,One year,1
15597709,6,One year,0
15597739,3,One year,0
15597885,6,One year,1
15597896,0,Month-to-month,0
15597901,1,Month-to-month,1
15597909,7,Two year,0
15597914,2,Month-to-month,1
15597930,8,Two year,0
15597945,8,Two year,0
15597949,5,One year,0
15597951,4,One year,1
15597957,2,Month-to-month,1
15597968,7,Two year,0
15597983,10,Two year,1
15598044,3,One year,1
15598046,5,One year,0
15598070,4,One year,0
15598086,3,One year,0
15598088,5,One year,1
15598097,9,Two year,0
15598157,4,One year,0
15598161,10,Two year,0
15598162,3,One year,1
15598175,4,One year,0
15598259,9,Two year,0
15598266,9,Two year,1
15598275,7,Two year,1
15598331,9,Two year,0
15598338,3,One year,0
15598485,8,Two year,1
15598493,7,Two year,1
15598510,4,One year,1
15598521,7,Two year,0
15598536,0,Month-to-month,1
15598574,5,One year,1
15598586,10,Two year,1
15598614,8,Two year,0
15598695,9,Two year,1
15598700,5,One year,1
15598744,6,One year,1
15598751,6,One year,0
15598782,6,One year,1
15598802,8,Two year,1
15598838,1,Month-to-month,1
15598840,1,Month-to-month,0
15598846,2,Month-to-month,0
15598883,2,Month-to-month,1
15598884,5,One year,1
15598892,4,One year,0
15598894,10,Two year,0
15598940,6,One year,1
15598948,5,One year,1
15598982,5,One year,1
15599004,1,Month-to-month,1
15599024,8,Two year,1
15599074,6,One year,1
15599078,5,One year,0
15599081,8,Two year,1
15599084,7,Two year,1
15599090,7,Two year,1
15599124,5,One year,0
15599126,0,Month-to-month,1
15599131,4,One year,0
15599152,1,Month-to-month,0
15599182,2,Month-to-month,1
15599195,1,Month-to-month,1
15599211,1,Month-to-month,0
15599251,7,Two year,0
15599268,5,One year,0
15599272,1,Month-to-month,1
15599289,10,Two year,0
15599301,6,One year,1
15599329,7,Two year,1
15599386,5,One year,1
15599403,10,Two year,1
15599410,2,Month-to-month,0
15599433,8,Two year,1
15599440,8,Two year,0
15599452,8,Two year,0
15599533,7,Two year,1
15599535,5,One year,1
15599552,2,Month-to-month,1
15599591,7,Two year,0
15599660,6,One year,1
15599722,6,One year,1
15599792,1,Month-to-month,1
15599829,10,Two year,1
15599860,8,Two year,1
15599869,1,Month-to-month,1
15599956,10,Two year,0
15599976,9,Two year,0
15600027,1,Month-to-month,1
15600086,7,Two year,1
15600103,8,Two year,1
15600106,1,Month-to-month,0
15600110,3,One year,0
15600173,9,Two year,1
15600174,7,Two year,1
15600258,2,Month-to-month,1
15600280,6,One year,0
15600337,2,Month-to-month,0
15600357,1,Month-to-month,0
15600379,7,Two year,1
15600392,8,Two year,1
15600399,4,One year,0
15600462,8,Two year,1
15600478,3,One year,0
15600510,6,One year,0
15600575,6,One year,0
15600583,1,Month-to-month,0
15600626,6,One year,1
15600651,1,Month-to-month,1
15600688,5,One year,0
15600692,5,One year,0
15600700,6,One year,1
15600708,3,One year,1
15600710,0,Month-to-month,0
15600720,8,Two year,0
15600724,5,One year,0
15600734,5,One year,1
15600739,0,Month-to-month,0
15600781,4,One year,0
15600792,0,Month-to-month,1
15600813,9,Two year,1
15600821,2,Month-to-month,1
15600832,9,Two year,0
15600879,3,One year,0
15600882,7,Two year,1
15600911,2,Month-to-month,0
15600912,5,One year,1
15600934,7,Two year,0
15600974,5,One year,1
15600975,4,One year,0
15600991,6,One year,1
15600992,1,Month-to-month,1
15600997,5,One year,1
15601008,8,Two year,0
15601012,3,One year,0
15601026,1,Month-to-month,1
15601030,5,One year,1
15601045,8,Two year,0
15601116,6,One year,1
15601172,6,One year,0
15601184,3,One year,0
15601263,7,Two year,0
15601274,1,Month-to-month,0
15601324,1,Month-to-month,1
15601351,9,Two year,1
15601383,5,One year,0
15601387,10,Two year,0
15601410,1,Month-to-month,1
15601417,3,One year,1
15601503,4,One year,0
15601550,6,One year,1
15601569,2,Month-to-month,0
15601589,8,Two year,1
15601594,6,One year,0
15601627,8,Two year,0
15601659,7,Two year,0
15601688,8,Two year,0
15601719,6,One year,0
15601787,2,Month-to-month,1
15601796,1,Month-to-month,1
15601811,10,Two year,0
15601848,2,Month-to-month,0
15601857,4,One year,0
15601873,7,Two year,0
15601892,8,Two year,1
15601977,2,Month-to-month,1
15602010,5,One year,0
15602030,4,One year,1
15602034,2,Month-to-month,0
15602043,5,One year,0
15602084,5,One year,1
15602124,7,Two year,1
15602280,9,Two year,1
15602282,8,Two year,1
15602312,5,One year,0
15602354,3,One year,0
15602373,4,One year,0
15602405,9,Two year,0
15602456,4,One year,1
15602479,5,One year,1
15602497,6,One year,1
15602500,1,Month-to-month,1
15602551,9,Two year,0
15602554,9,Two year,1
15602572,9,Two year,1
15602647,6,One year,1
15602731,5,One year,0
15602735,6,One year,1
15602797,5,One year,1
15602811,0,Month-to-month,0
15602812,2,Month-to-month,1
15602841,5,One year,1
15602844,7,Two year,0
15602845,2,Month-to-month,0
15602851,9,Two year,0
15602909,10,Two year,1
15602929,4,One year,0
15602934,6,One year,0
15602979,1,Month-to-month,0
15602994,10,Two year,1
15603035,3,One year,1
15603065,6,One year,0
15603082,9,Two year,0
15603088,9,Two year,1
15603096,6,One year,0
15603111,10,Two year,0
15603134,10,Two year,1
15603135,3,One year,0
15603156,1,Month-to-month,0
15603170,9,Two year,0
15603203,6,One year,0
15603216,7,Two year,0
15603221,4,One year,1
15603246,2,Month-to-month,1
15603247,1,Month-to-month,0
15603319,2,Month-to-month,0
15603323,1,Month-to-month,0
15603328,1,Month-to-month,1
15603378,3,One year,1
15603436,2,Month-to-month,1
15603454,5,One year,1
15603465,5,One year,0
15603481,4,One year,1
15603550,7,Two year,0
15603554,0,Month-to-month,0
15603565,5,One year,0
15603582,3,One year,0
15603594,4,One year,1
15603665,0,Month-to-month,1
15603674,1,Month-to-month,1
15603683,3,One year,0
15603741,4,One year,1
15603743,1,Month-to-month,1
15603749,2,Month-to-month,1
15603764,4,One year,1
15603794,5,One year,1
15603830,4,One year,0
15603846,2,Month-to-month,0
15603851,7,Two year,0
15603880,1,Month-to-month,1
15603883,4,One year,1
15603914,6,One year,1
15603925,4,One year,1
15603942,3,One year,1
15604020,4,One year,1
15604044,8,Two year,0
15604073,8,Two year,1
15604093,4,One year,1
15604119,7,Two year,0
15604130,6,One year,0
15604138,2,Month-to-month,0
15604146,8,Two year,1
15604158,10,Two year,1
15604196,6,One year,1
15604217,9,Two year,0
15604295,6,One year,0
15604304,4,One year,1
15604314,1,Month-to-month,0
15604345,9,Two year,1
15604348,8,Two year,0
15604355,1,Month-to-month,1
15604482,2,Month-to-month,1
15604497,7,Two year,0
15604515,10,Two year,0
15604536,4,One year,1
15604544,4,One year,1
15604551,3,One year,0
15604576,3,One year,1
15604588,3,One year,1
15604706,1,Month-to-month,0
15604732,9,Two year,0
15604782,7,Two year,1
15604792,6,One year,1
15604804,7,Two year,1
15604813,7,Two year,1
15604818,9,Two year,0
15604832,7,Two year,1
15604891,8,Two year,0
15604963,5,One year,0
15605000,9,Two year,1
15605020,2,Month-to-month,0
15605036,9,Two year,1
15605037,2,Month-to-month,1
15605059,3,One year,0
15605067,9,Two year,0
15605072,3,One year,1
15605113,1,Month-to-month,1
15605130,6,One year,1
15605134,0,Month-to-month,0
15605215,9,Two year,1
15605263,5,One year,1
15605264,0,Month-to-month,1
15605275,8,Two year,0
15605276,4,One year,1
15605279,9,Two year,1
15605284,1,Month-to-month,1
15605286,4,One year,1
15605293,1,Month-to-month,1
15605327,2,Month-to-month,1
15605333,6,One year,0
15605339,10,Two year,1
15605341,8,Two year,1
15605375,2,Month-to-month,0
15605424,7,Two year,0
15605425,2,Month-to-month,0
15605447,2,Month-to-month,0
15605455,9,Two year,0
15605461,3,One year,0
15605531,6,One year,0
15605534,4,One year,0
15605622,4,One year,1
15605665,3,One year,1
15605666,6,One year,1
15605672,5,One year,1
15605673,8,Two year,0
15605684,7,Two year,0
15605698,3,One year,1
15605737,5,One year,0
15605742,0,Month-to-month,0
15605791,9,Two year,0
15605804,10,Two year,0
15605826,10,Two year,0
15605827,8,Two year,0
15605835,8,Two year,1
15605872,6,One year,1
15605916,3,One year,0
15605918,5,One year,0
15605926,9,Two year,1
15605950,1,Month-to-month,1
15605965,9,Two year,1
15605968,8,Two year,1
15606003,3,One year,1
15606076,7,Two year,1
15606097,7,Two year,1
15606115,6,One year,1
15606133,7,Two year,1
15606149,9,Two year,1
15606158,9,Two year,0
15606177,2,Month-to-month,0
15606229,5,One year,0
15606232,7,Two year,1
15606267,4,One year,1
15606273,5,One year,0
15606274,6,One year,1
15606310,5,One year,1
15606386,3,One year,0
15606397,1,Month-to-month,1
15606435,2,Month-to-month,1
15606436,7,Two year,0
15606472,5,One year,1
15606507,5,One year,0
15606552,9,Two year,1
15606554,1,Month-to-month,1
15606601,6,One year,0
15606613,7,Two year,0
15606641,10,Two year,1
15606755,4,One year,0
15606836,2,Month-to-month,1
15606841,1,Month-to-month,0
15606849,1,Month-to-month,1
15606855,6,One year,1
15606861,8,Two year,0
15606887,5,One year,0
15606901,7,Two year,0
15606915,7,Two year,0
15606944,9,Two year,0
15607040,4,One year,0
15607065,9,Two year,0
15607098,5,One year,0
15607112,6,One year,1
15607133,1,Month-to-month,1
15607142,8,Two year,1
15607170,5,One year,1
15607176,3,One year,1
15607178,3,One year,1
15607230,9,Two year,1
15607263,3,One year,1
15607269,2,Month-to-month,1
15607275,6,One year,1
15607278,8,Two year,1
15607301,8,Two year,1
15607312,10,Two year,1
15607314,2,Month-to-month,0
15607330,0,Month-to-month,1
15607347,5,One year,0
15607381,7,Two year,0
15607395,9,Two year,0
15607485,4,One year,0
15607509,5,One year,0
15607526,1,Month-to-month,0
15607537,9,Two year,0
15607560,2,Month-to-month,1
15607577,8,Two year,1
15607598,6,One year,1
15607629,8,Two year,0
15607634,9,Two year,1
15607690,2,Month-to-month,0
15607691,8,Two year,1
15607713,1,Month-to-month,1
15607746,1,Month-to-month,1
15607748,8,Two year,1
15607753,10,Two year,1
15607786,6,One year,1
15607827,4,One year,1
15607837,4,One year,1
15607874,0,Month-to-month,1
15607877,8,Two year,1
15607884,8,Two year,1
15607986,10,Two year,1
15607988,8,Two year,0
15607990,6,One year,1
15607993,2,Month-to-month,1
15608109,7,Two year,1
15608114,7,Two year,1
15608166,9,Two year,1
15608209,3,One year,0
15608226,3,One year,1
15608230,1,Month-to-month,0
15608246,8,Two year,1
15608328,6,One year,0
15608338,9,Two year,0
15608344,7,Two year,0
15608381,2,Month-to-month,0
15608387,4,One year,0
15608406,5,One year,0
15608408,1,Month-to-month,0
15608528,9,Two year,1
15608541,1,Month-to-month,0
15608588,2,Month-to-month,1
15608595,3,One year,1
15608653,7,Two year,1
15608688,4,One year,0
15608701,3,One year,0
15608726,7,Two year,1
15608760,4,One year,1
15608804,8,Two year,1
15608845,3,One year,0
15608873,2,Month-to-month,0
15608886,1,Month-to-month,0
15608916,7,Two year,1
15608956,1,Month-to-month,0
15608968,6,One year,0
15609011,8,Two year,0
15609058,1,Month-to-month,1
15609070,7,Two year,1
15609083,6,One year,0
15609160,1,Month-to-month,0
15609176,5,One year,1
15609187,5,One year,0
15609254,9,Two year,1
15609286,10,Two year,1
15609299,6,One year,0
15609319,3,One year,1
15609356,1,Month-to-month,0
15609458,10,Two year,1
15609475,7,Two year,1
15609510,7,Two year,1
15609521,4,One year,1
15609545,5,One year,1
15609558,5,One year,1
15609562,1,Month-to-month,0
15609618,9,Two year,1
15609623,5,One year,0
15609637,7,Two year,1
15609643,9,Two year,1
15609653,6,One year,0
15609669,4,One year,1
15609676,2,Month-to-month,0
15609704,4,One year,0
15609735,6,One year,0
15609758,7,Two year,0
15609804,1,Month-to-month,0
15609823,8,Two year,0
15609824,7,Two year,0
15609899,4,One year,0
15609913,9,Two year,0
15609928,5,One year,1
15609977,6,One year,0
15609987,2,Month-to-month,0
15609998,5,One year,0
15610002,5,One year,1
15610042,8,Two year,0
15610056,6,One year,1
15610090,8,Two year,0
15610105,1,Month-to-month,1
15610140,5,One year,0
15610147,2,Month-to-month,1
15610156,2,Month-to-month,1
15610165,1,Month-to-month,1
15610226,9,Two year,0
15610271,3,One year,0
15610337,2,Month-to-month,0
15610343,10,Two year,1
15610355,1,Month-to-month,0
15610379,9,Two year,1
15610383,1,Month-to-month,0
15610403,1,Month-to-month,0
15610416,9,Two year,0
15610419,3,One year,1
15610426,5,One year,1
15610433,9,Two year,0
15610446,4,One year,0
15610454,9,Two year,1
15610557,7,Two year,1
15610594,8,Two year,0
15610643,3,One year,0
15610653,5,One year,1
15610686,8,Two year,0
15610711,8,Two year,0
15610727,7,Two year,0
15610753,3,One year,1
15610755,0,Month-to-month,1
15610765,1,Month-to-month,0
15610781,10,Two year,0
15610801,5,One year,1
15610900,9,Two year,0
15610903,5,One year,0
15610912,6,One year,0
15610930,1,Month-to-month,0
15610936,6,One year,0
15610972,4,One year,0
15611024,9,Two year,1
15611029,4,One year,0
15611058,5,One year,1
15611088,9,Two year,0
15611105,7,Two year,1
15611157,2,Month-to-month,0
15611171,1,Month-to-month,1
15611186,1,Month-to-month,1
15611189,1,Month-to-month,0
15611191,10,Two year,1
15611223,10,Two year,0
15611247,10,Two year,0
15611287,4,One year,1
15611315,4,One year,0
15611318,4,One year,0
15611325,9,Two year,0
15611329,6,One year,1
15611331,1,Month-to-month,1
15611338,4,One year,1
15611365,9,Two year,0
15611371,4,One year,1
15611409,0,Month-to-month,0
15611430,5,One year,0
15611544,7,Two year,0
15611551,1,Month-to-month,1
15611579,4,One year,1
15611580,4,One year,0
15611599,2,Month-to-month,1
15611612,0,Month-to-month,0
15611635,6,One year,1
15611644,0,Month-to-month,1
15611669,7,Two year,1
15611682,6,One year,1
15611699,7,Two year,0
15611729,1,Month-to-month,1
15611756,4,One year,1
15611759,8,Two year,1
15611767,0,Month-to-month,0
15611786,9,Two year,1
15611794,6,One year,1
15611800,7,Two year,1
15611848,3,One year,1
15611905,5,One year,0
15611947,3,One year,0
15611961,7,Two year,0
15611973,7,Two year,1
15612030,9,Two year,1
15612043,7,Two year,1
15612050,8,Two year,1
15612064,5,One year,0
15612071,10,Two year,1
15612087,2,Month-to-month,1
15612092,8,Two year,0
15612095,9,Two year,0
15612103,2,Month-to-month,1
15612108,5,One year,1
15612109,9,Two year,1
15612139,0,Month-to-month,1
15612140,7,Two year,1
15612187,8,Two year,0
15612193,10,Two year,0
15612207,1,Month-to-month,1
15612350,5,One year,0
15612358,9,Two year,1
15612418,9,Two year,0
15612444,3,One year,0
15612455,6,One year,1
15612465,9,Two year,1
15612478,10,Two year,0
15612494,6,One year,0
15612505,3,One year,0
15612524,2,Month-to-month,0
15612525,1,Month-to-month,0
15612594,3,One year,1
15612615,6,One year,0
15612627,5,One year,0
15612633,9,Two year,1
15612667,0,Month-to-month,0
15612670,10,Two year,1
15612729,7,Two year,1
15612769,5,One year,1
15612771,4,One year,1
15612776,10,Two year,1
15612832,7,Two year,0
15612893,4,One year,0
15612931,4,One year,1
15612966,7,Two year,1
15613014,1,Month-to-month,0
15613017,1,Month-to-month,0
15613048,5,One year,1
15613085,3,One year,1
15613097,4,One year,1
15613102,2,Month-to-month,1
15613140,6,One year,1
15613141,3,One year,1
15613172,5,One year,0
15613180,8,Two year,1
15613189,2,Month-to-month,0
15613197,8,Two year,0
15613216,1,Month-to-month,0
15613282,8,Two year,0
15613292,8,Two year,0
15613319,0,Month-to-month,0
15613326,1,Month-to-month,0
15613337,2,Month-to-month,1
15613427,7,Two year,0
15613463,6,One year,1
15613471,2,Month-to-month,1
15613518,6,One year,1
15613623,3,One year,1
15613630,8,Two year,1
15613656,1,Month-to-month,1
15613673,9,Two year,0
15613699,7,Two year,0
15613712,1,Month-to-month,0
15613713,5,One year,1
15613734,6,One year,1
15613749,0,Month-to-month,0
15613772,3,One year,1
15613786,4,One year,1
15613787,8,Two year,0
15613816,6,One year,1
15613844,7,Two year,0
15613854,4,One year,1
15613880,5,One year,1
15613886,1,Month-to-month,0
15613923,4,One year,1
15613945,5,One year,0
15613962,9,Two year,1
15614034,2,Month-to-month,1
15614049,8,Two year,1
15614054,1,Month-to-month,1
15614103,8,Two year,1
15614137,7,Two year,0
15614168,4,One year,0
15614187,3,One year,1
